,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Year,id,SalaryCap
495,MattBullard,PF,33,HOU,61,5,16.4,2.1,5.0,.423,1.4,3.5,.404,0.7,1.5,.467,.564,0.2,0.2,.714,0.4,1.8,2.1,0.7,0.2,0.1,0.2,1.2,5.8,"$2,100,000",2001,MattBullard2001,"$35,500,000"
496,ScottBurrell,SF,30,CHH,4,0,10.3,1.8,3.8,.467,0.5,1.5,.333,1.3,2.3,.556,.533,0.3,1.0,.250,0.3,0.5,0.8,0.3,0.8,0.0,0.0,2.0,4.3,,2001,ScottBurrell2001,"$35,500,000"
497,JasonCaffey,PF,27,MIL,70,33,20.9,2.6,5.2,.488,0.0,0.0,,2.6,5.2,.488,.488,2.0,3.0,.673,1.9,3.1,5.0,0.8,0.5,0.4,1.1,2.6,7.1,"$4,380,000",2001,JasonCaffey2001,"$35,500,000"
498,MarcusCamby,C,26,NYK,63,63,33.8,4.8,9.2,.524,0.0,0.1,.125,4.8,9.1,.530,.525,2.4,3.6,.667,3.1,8.4,11.5,0.8,1.0,2.2,1.0,3.3,12.0,"$5,750,000",2001,MarcusCamby2001,"$35,500,000"
499,EldenCampbell,PF,32,CHH,78,78,30.0,4.7,10.7,.440,0.0,0.1,.000,4.7,10.6,.443,.440,3.7,5.2,.709,2.0,5.8,7.8,1.3,0.8,1.8,1.8,3.6,13.1,"$8,050,000",2001,EldenCampbell2001,"$35,500,000"
500,BrianCardinal,PF,23,DET,15,0,8.4,0.7,2.1,.323,0.0,0.3,.000,0.7,1.7,.385,.323,0.7,1.2,.611,0.5,1.0,1.5,0.2,0.5,0.1,0.6,1.8,2.1,"$316,969",2001,BrianCardinal2001,"$35,500,000"
501,ChrisCarr,SG,26,BOS,35,0,8.8,1.5,3.2,.473,0.5,1.1,.459,1.0,2.1,.480,.549,1.3,1.7,.767,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,4.8,"$1,200,000",2001,ChrisCarr2001,"$35,500,000"
502,AnthonyCarter,PG,25,MIA,72,6,22.6,2.7,6.7,.406,0.1,0.6,.150,2.6,6.1,.430,.413,0.9,1.4,.631,0.6,1.9,2.5,3.7,1.0,0.1,1.7,2.1,6.4,"$1,200,000",2001,AnthonyCarter2001,"$35,500,000"
503,VinceCarter,SF,24,TOR,75,75,39.7,10.2,22.1,.460,2.2,5.3,.408,8.0,16.8,.477,.509,5.1,6.7,.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,"$2,425,440",2001,VinceCarter2001,"$35,500,000"
504,SamCassell,PG,31,MIL,76,75,35.6,7.1,14.9,.474,0.4,1.3,.306,6.7,13.6,.490,.488,3.6,4.3,.858,0.6,3.2,3.8,7.6,1.2,0.1,2.9,2.8,18.2,"$4,000,000",2001,SamCassell2001,"$35,500,000"
505,KelvinCato,C,26,HOU,35,13,17.8,1.8,3.2,.577,0.0,0.0,,1.8,3.2,.577,.577,1.1,1.6,.649,1.3,2.7,4.0,0.3,0.4,0.9,0.7,2.5,4.7,"$5,330,000",2001,KelvinCato2001,"$35,500,000"
506,DuaneCauswell,C,32,MIA,31,14,12.4,1.0,2.7,.376,0.0,0.0,,1.0,2.7,.376,.376,0.4,0.8,.480,0.7,1.9,2.7,0.2,0.3,0.6,0.7,2.2,2.5,"$4,000,000",2001,DuaneCauswell2001,"$35,500,000"
507,CedricCeballos,SF,31,TOT,40,0,14.0,2.5,5.7,.441,0.6,1.8,.301,2.0,3.9,.506,.489,0.9,1.1,.860,0.9,1.8,2.7,0.5,0.4,0.2,0.8,1.5,6.5,"$3,937,500",2001,CedricCeballos2001,"$35,500,000"
508,CalbertCheaney,SG,29,DEN,9,5,17.0,1.1,3.3,.333,0.0,0.0,,1.1,3.3,.333,.333,0.1,0.2,.500,0.6,1.7,2.2,1.0,0.4,0.2,0.6,1.6,2.3,"$2,200,000",2001,CalbertCheaney2001,"$35,500,000"
509,ChrisChilds,PG,33,TOT,77,5,24.1,1.8,4.4,.403,0.4,1.4,.302,1.3,3.0,.450,.451,0.8,0.9,.845,0.3,2.3,2.6,4.6,0.8,0.2,2.0,3.1,4.7,"$4,680,000",2001,ChrisChilds2001,"$35,500,000"
510,DougChristie,SG,30,SAC,81,81,36.3,3.8,9.7,.395,1.2,3.1,.376,2.7,6.6,.403,.454,3.5,3.9,.897,1.2,3.2,4.4,3.6,2.3,0.6,1.9,2.8,12.3,"$3,140,000",2001,DougChristie2001,"$35,500,000"
511,KeonClark,PF,25,TOT,81,3,21.2,3.1,6.4,.480,0.0,0.0,.000,3.1,6.4,.481,.480,1.8,3.0,.592,1.7,3.7,5.4,0.9,0.4,1.9,1.1,3.0,7.9,"$1,379,400",2001,KeonClark2001,"$35,500,000"
512,MateenCleaves,PG,23,DET,78,8,16.3,2.1,5.1,.400,0.1,0.2,.294,2.0,4.9,.405,.406,1.2,1.8,.708,0.3,1.4,1.7,2.7,0.6,0.0,1.8,2.0,5.4,"$1,253,400",2001,MateenCleaves2001,"$35,500,000"
513,JohnCoker,C,29,GSW,6,0,5.3,0.2,1.3,.125,0.0,0.0,,0.2,1.3,.125,.125,0.0,0.0,,0.5,0.3,0.8,0.3,0.2,0.0,0.3,0.7,0.3,,2001,JohnCoker2001,"$35,500,000"
514,DerrickColeman,PF,33,CHH,34,3,20.1,2.9,7.5,.380,0.6,1.5,.392,2.3,6.0,.377,.420,1.9,2.7,.685,1.4,4.1,5.4,1.1,0.3,0.6,1.2,1.6,8.1,"$8,000,000",2001,DerrickColeman2001,"$35,500,000"
515,BimboColes,PG,32,CLE,47,0,17.1,1.9,5.1,.381,0.0,0.3,.125,1.9,4.7,.399,.385,1.0,1.2,.857,0.2,0.8,1.0,2.9,0.6,0.1,1.3,1.9,4.9,"$2,250,000",2001,BimboColes2001,"$35,500,000"
516,JasonCollier,C,23,HOU,23,0,9.7,1.2,3.1,.380,0.0,0.0,.000,1.2,3.0,.386,.380,0.7,1.0,.708,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1.2,3.1,"$1,190,760",2001,JasonCollier2001,"$35,500,000"
517,SeanColson,PG,25,TOT,13,0,3.4,0.5,1.8,.250,0.1,0.4,.200,0.4,1.5,.263,.271,0.2,0.3,.500,0.2,0.3,0.5,0.8,0.1,0.0,0.2,0.5,1.2,,2001,SeanColson2001,"$35,500,000"
518,TyroneCorbin,SF,38,TOR,15,1,7.8,0.6,2.5,.237,0.0,0.3,.000,0.6,2.2,.273,.237,0.1,0.3,.500,0.2,0.7,0.9,0.3,0.1,0.0,0.2,1.2,1.3,"$1,000,000",2001,TyroneCorbin2001,"$35,500,000"
519,ChrisCrawford,PF,25,ATL,47,22,19.2,2.6,5.7,.452,0.1,0.5,.273,2.5,5.3,.468,.463,1.4,1.8,.819,0.6,1.7,2.3,0.8,0.4,0.3,1.3,2.5,6.8,"$2,200,000",2001,ChrisCrawford2001,"$35,500,000"
520,JamalCrawford,PG,20,CHI,61,8,17.2,1.8,5.0,.352,0.7,1.9,.350,1.1,3.1,.353,.419,0.4,0.6,.794,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.1,4.6,"$1,762,320",2001,JamalCrawford2001,"$35,500,000"
521,AustinCroshere,PF,25,IND,81,23,23.1,3.4,8.7,.394,0.9,2.6,.338,2.5,6.1,.417,.444,2.5,2.9,.866,1.5,3.3,4.8,1.1,0.4,0.6,1.7,2.2,10.1,"$5,300,000",2001,AustinCroshere2001,"$35,500,000"
522,JohnCrotty,PG,31,UTA,31,0,8.5,0.7,2.1,.338,0.1,0.2,.571,0.6,1.9,.310,.369,0.5,0.6,.895,0.4,0.5,0.9,1.1,0.2,0.0,0.6,1.0,2.1,"$800,000",2001,JohnCrotty2001,"$35,500,000"
523,VonteegoCummings,PG,24,GSW,66,11,22.7,2.7,7.8,.344,0.7,2.2,.336,2.0,5.7,.348,.391,1.2,1.8,.681,0.7,1.4,2.1,3.4,1.0,0.2,1.4,2.4,7.3,"$757,200",2001,VonteegoCummings2001,"$35,500,000"
524,BillCurley,PF,28,TOT,20,2,9.6,1.3,2.4,.532,0.1,0.1,.500,1.2,2.3,.533,.543,0.6,1.0,.632,1.1,0.8,1.9,0.2,0.4,0.5,0.8,2.3,3.2,"$1,034,500",2001,BillCurley2001,"$35,500,000"
525,DellCurry,SG,36,TOR,71,1,13.5,2.3,5.4,.424,0.9,2.0,.428,1.4,3.3,.422,.505,0.6,0.7,.843,0.2,1.0,1.2,1.1,0.4,0.1,0.5,0.9,6.0,"$2,000,000",2001,DellCurry2001,"$35,500,000"
526,MichaelCurry,SG,32,DET,68,58,21.8,2.1,4.7,.455,0.1,0.1,.444,2.1,4.6,.455,.461,0.9,1.1,.849,0.3,1.5,1.8,1.9,0.4,0.0,0.9,2.5,5.2,"$2,200,000",2001,MichaelCurry2001,"$35,500,000"
527,ErickDampier,C,25,GSW,43,26,24.1,2.9,7.3,.401,0.0,0.0,.000,2.9,7.3,.404,.401,1.6,2.9,.532,2.3,3.6,5.8,1.4,0.4,1.3,1.9,2.9,7.4,"$5,610,000",2001,ErickDampier2001,"$35,500,000"
528,AntonioDaniels,PG,25,SAS,79,23,26.1,3.5,7.4,.468,0.9,2.3,.404,2.5,5.1,.496,.531,1.5,2.0,.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4,"$2,820,000",2001,AntonioDaniels2001,"$35,500,000"
529,KornelDavid,SF,29,TOT,27,0,7.7,0.9,1.9,.490,0.0,0.0,,0.9,1.9,.490,.490,0.4,0.5,.923,0.6,1.4,1.9,0.3,0.2,0.1,0.4,1.0,2.3,"$498,500",2001,KornelDavid2001,"$35,500,000"
530,AntonioDavis,C,32,TOR,78,77,35.0,4.8,11.1,.433,0.0,0.0,.000,4.8,11.1,.434,.433,4.1,5.4,.754,3.5,6.6,10.1,1.4,0.3,1.9,1.7,2.9,13.7,"$5,500,000",2001,AntonioDavis2001,"$35,500,000"
531,BaronDavis,PG,21,CHH,82,82,38.9,5.0,11.7,.427,1.0,3.3,.310,4.0,8.3,.474,.472,2.8,4.1,.677,1.6,3.4,5.0,7.3,2.1,0.4,2.8,3.3,13.8,"$2,916,000",2001,BaronDavis2001,"$35,500,000"
532,DaleDavis,C,31,POR,81,43,26.7,3.0,6.0,.497,0.0,0.0,.000,3.0,6.0,.501,.497,1.2,1.9,.632,2.9,4.6,7.5,1.3,0.5,0.9,0.8,2.5,7.2,"$6,000,000",2001,DaleDavis2001,"$35,500,000"
533,EmanualDavis,SG,32,SEA,62,39,20.8,2.1,5.1,.418,0.8,2.0,.394,1.3,3.1,.435,.497,0.7,0.9,.818,0.5,2.0,2.5,2.2,1.0,0.2,1.2,1.6,5.8,"$610,000",2001,EmanualDavis2001,"$35,500,000"
534,HubertDavis,PG,30,TOT,66,18,25.6,3.0,6.6,.453,1.2,2.6,.456,1.8,4.0,.450,.543,0.8,0.9,.871,0.4,1.7,2.1,1.7,0.5,0.0,1.2,1.8,7.9,"$2,100,000",2001,HubertDavis2001,"$35,500,000"
535,RickyDavis,SG,21,MIA,7,0,10.0,1.7,4.1,.414,0.1,0.1,1.000,1.6,4.0,.393,.431,1.0,1.1,.875,0.1,0.9,1.0,1.6,0.7,0.3,0.7,1.0,4.6,"$939,360",2001,RickyDavis2001,"$35,500,000"
536,TerryDavis,PF,33,DEN,19,1,12.0,0.6,1.3,.480,0.0,0.0,,0.6,1.3,.480,.480,0.5,1.2,.409,1.3,1.5,2.8,0.4,0.1,0.1,0.3,1.8,1.7,"$923,500",2001,TerryDavis2001,"$35,500,000"
537,ToddDay,SG,31,MIN,31,0,11.1,1.4,3.8,.373,0.8,2.2,.377,0.6,1.6,.367,.483,0.6,0.7,.783,0.3,0.9,1.2,0.9,0.3,0.2,0.8,1.7,4.3,"$736,000",2001,ToddDay2001,"$35,500,000"
538,AndrewDeClercq,C,27,ORL,67,51,13.5,1.6,2.9,.554,0.0,0.0,,1.6,2.9,.554,.554,0.7,1.2,.573,1.4,2.2,3.5,0.5,0.6,0.5,0.8,3.0,3.9,"$1,920,000",2001,AndrewDeClercq2001,"$35,500,000"
539,VinnyDelNegro,PG,34,TOT,65,1,14.2,1.6,3.6,.453,0.0,0.2,.077,1.6,3.4,.475,.455,0.6,0.7,.932,0.2,1.1,1.3,1.9,0.4,0.0,0.5,1.2,3.9,"$2,100,000",2001,VinnyDelNegro2001,"$35,500,000"
540,TonyDelk,SG,27,PHO,82,11,27.9,4.7,11.3,.415,0.7,2.0,.321,4.0,9.2,.436,.444,2.3,2.9,.787,0.9,2.3,3.2,2.0,0.9,0.2,1.2,2.1,12.3,"$2,250,000",2001,TonyDelk2001,"$35,500,000"
541,DerrickDial,SG,25,SAS,33,0,6.3,1.1,2.5,.434,0.1,0.3,.200,1.0,2.2,.466,.446,0.4,0.6,.571,0.4,0.8,1.2,0.6,0.1,0.2,0.4,0.7,2.6,"$423,500",2001,DerrickDial2001,"$35,500,000"
542,MichaelDickerson,SG,25,VAN,70,69,37.4,6.1,14.6,.417,1.2,3.3,.374,4.8,11.3,.429,.459,2.9,3.9,.763,1.0,2.3,3.3,3.3,0.9,0.4,2.3,3.0,16.3,"$1,310,400",2001,MichaelDickerson2001,"$35,500,000"
543,VladeDivac,C,32,SAC,81,81,29.9,4.5,9.3,.482,0.0,0.2,.286,4.4,9.1,.486,.485,3.0,4.3,.691,2.6,5.8,8.3,2.9,1.1,1.1,2.4,3.0,12.0,"$9,640,000",2001,VladeDivac2001,"$35,500,000"
544,MichaelDoleac,C,23,ORL,77,21,18.2,2.9,6.8,.417,0.0,0.0,.000,2.9,6.8,.420,.417,0.6,0.8,.847,0.9,2.6,3.5,0.8,0.5,0.5,0.8,3.1,6.4,"$1,452,000",2001,MichaelDoleac2001,"$35,500,000"
545,KeyonDooling,PG,20,LAC,76,1,16.3,1.9,4.8,.409,0.4,1.1,.350,1.6,3.7,.426,.448,1.6,2.4,.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1.4,5.9,"$1,538,880",2001,KeyonDooling2001,"$35,500,000"
546,ShermanDouglas,PG,34,NJN,59,7,18.5,2.1,5.1,.403,0.1,0.7,.200,1.9,4.5,.433,.416,1.5,1.9,.748,0.4,0.9,1.3,2.4,0.6,0.1,1.3,1.6,5.7,"$1,100,000",2001,ShermanDouglas2001,"$35,500,000"
547,BryceDrew,PG,26,CHI,48,41,27.2,2.6,6.8,.379,0.8,2.2,.381,1.8,4.6,.378,.440,0.3,0.4,.737,0.3,1.2,1.4,3.9,0.7,0.1,1.4,2.1,6.3,"$1,182,600",2001,BryceDrew2001,"$35,500,000"
548,ChrisDudley,C,35,PHO,53,33,11.6,0.5,1.4,.397,0.0,0.0,,0.5,1.4,.397,.397,0.3,0.7,.389,1.2,2.2,3.5,0.3,0.3,0.5,0.5,2.1,1.4,"$6,200,000",2001,ChrisDudley2001,"$35,500,000"
549,TimDuncan,PF,24,SAS,82,82,38.7,8.6,17.1,.499,0.1,0.3,.259,8.5,16.8,.504,.502,5.0,8.1,.618,3.2,9.0,12.2,3.0,0.9,2.3,3.0,3.0,22.2,"$9,660,000",2001,TimDuncan2001,"$35,500,000"
550,TyusEdney,PG,27,IND,24,0,11.0,1.5,3.8,.385,0.0,0.3,.167,1.4,3.5,.400,.390,1.5,1.6,.897,0.2,0.8,1.0,2.3,0.7,0.0,1.0,0.7,4.4,"$523,500",2001,TyusEdney2001,"$35,500,000"
551,KevinEdwards,SG,35,VAN,46,5,13.8,1.2,3.7,.329,0.1,0.4,.263,1.1,3.3,.338,.344,0.9,1.2,.811,0.5,1.3,1.8,1.1,0.6,0.2,0.8,1.0,3.5,"$1,000,000",2001,KevinEdwards2001,"$35,500,000"
552,HowardEisley,SG,28,DAL,82,40,29.6,3.2,8.2,.393,1.3,3.3,.398,1.9,5.0,.389,.472,1.3,1.5,.825,0.3,2.1,2.4,3.6,1.2,0.1,1.2,2.7,9.0,"$4,250,000",2001,HowardEisley2001,"$35,500,000"
553,ObinnaEkezie,PF,25,TOT,33,0,8.5,1.0,2.5,.395,0.0,0.0,,1.0,2.5,.395,.395,1.1,1.6,.698,0.9,1.4,2.4,0.3,0.2,0.2,0.4,1.5,3.1,"$423,500",2001,ObinnaEkezie2001,"$35,500,000"
554,KhalidEl-Amin,PG,21,CHI,50,14,18.7,2.3,6.2,.370,0.6,1.7,.333,1.7,4.5,.383,.415,1.1,1.4,.778,0.4,1.2,1.6,2.9,1.0,0.0,1.1,2.0,6.3,"$316,969",2001,KhalidEl-Amin2001,"$35,500,000"
555,MarioElie,SG,37,PHO,68,67,22.1,1.5,3.6,.423,0.5,1.5,.360,1.0,2.1,.466,.496,0.8,1.0,.797,0.6,1.7,2.3,1.9,0.9,0.2,0.9,1.6,4.4,"$1,000,000",2001,MarioElie2001,"$35,500,000"
556,SeanElliott,SF,32,SAS,52,34,23.6,2.8,6.5,.434,1.1,2.5,.426,1.8,4.0,.438,.515,1.2,1.6,.714,0.3,2.9,3.3,1.6,0.4,0.5,1.0,1.5,7.9,"$5,300,000",2001,SeanElliott2001,"$35,500,000"
557,LaPhonsoEllis,PF,30,MIN,82,5,23.8,3.6,7.8,.464,0.1,0.3,.318,3.5,7.6,.469,.470,2.1,2.6,.790,2.4,3.6,6.0,1.1,0.8,0.9,1.3,3.5,9.4,"$1,200,000",2001,LaPhonsoEllis2001,"$35,500,000"
558,PervisEllison,C,33,SEA,9,0,4.4,0.2,0.8,.286,0.0,0.0,,0.2,0.8,.286,.286,0.2,0.2,1.000,0.2,1.1,1.3,0.3,0.0,0.2,0.3,1.4,0.7,"$1,000,000",2001,PervisEllison2001,"$35,500,000"
559,EvanEschmeyer,C,25,NJN,74,51,18.0,1.2,2.7,.460,0.0,0.0,,1.2,2.7,.460,.460,0.9,1.4,.657,1.8,3.1,4.9,0.5,0.6,0.8,0.7,3.0,3.4,"$423,500",2001,EvanEschmeyer2001,"$35,500,000"
560,PatrickEwing,C,38,SEA,79,79,26.7,3.7,8.7,.430,0.0,0.0,.000,3.7,8.6,.431,.430,2.2,3.2,.685,1.6,5.8,7.4,1.2,0.7,1.2,1.9,2.9,9.6,"$14,000,000",2001,PatrickEwing2001,"$35,500,000"
561,JamieFeick,C,26,NJN,6,0,24.8,1.3,3.8,.348,0.0,0.0,,1.3,3.8,.348,.348,1.0,2.0,.500,2.0,7.3,9.3,0.8,1.3,0.5,1.2,2.5,3.7,"$2,200,000",2001,JamieFeick2001,"$35,500,000"
562,DannyFerry,SF,34,SAS,80,29,21.1,2.2,4.7,.475,0.9,2.0,.449,1.4,2.7,.493,.568,0.3,0.4,.733,0.7,2.1,2.8,0.9,0.4,0.3,0.6,2.1,5.6,"$1,200,000",2001,DannyFerry2001,"$35,500,000"
563,MichaelFinley,SF,27,DAL,82,82,42.0,8.7,18.9,.458,1.1,3.2,.346,7.6,15.7,.481,.487,3.1,4.0,.775,1.3,3.9,5.2,4.4,1.4,0.4,2.3,2.1,21.5,"$8,400,000",2001,MichaelFinley2001,"$35,500,000"
564,DerekFisher,PG,26,LAL,20,20,35.5,3.9,9.4,.412,1.3,3.2,.397,2.6,6.2,.419,.479,2.5,3.1,.806,0.3,2.7,3.0,4.4,2.0,0.1,1.5,2.5,11.5,"$3,380,000",2001,DerekFisher2001,"$35,500,000"
565,MarcusFizer,PF,22,CHI,72,13,21.9,3.9,9.0,.430,0.1,0.5,.256,3.7,8.4,.442,.438,1.6,2.2,.727,1.1,3.3,4.3,1.1,0.4,0.3,1.7,2.4,9.5,"$2,562,000",2001,MarcusFizer2001,"$35,500,000"
566,DannyFortson,PF,24,GSW,6,6,33.8,4.8,8.3,.580,0.0,0.0,,4.8,8.3,.580,.580,7.0,9.0,.778,4.8,11.5,16.3,0.8,0.3,0.0,1.7,3.7,16.7,"$3,950,000",2001,DannyFortson2001,"$35,500,000"
567,GregFoster,C,32,LAL,62,8,7.3,0.9,2.1,.421,0.0,0.1,.333,0.9,2.0,.427,.432,0.2,0.2,.714,0.5,1.3,1.8,0.5,0.1,0.2,0.4,1.2,2.0,"$1,760,000",2001,GregFoster2001,"$35,500,000"
568,JeffFoster,C,24,IND,71,9,16.2,1.4,3.0,.469,0.0,0.1,.286,1.4,2.9,.476,.474,0.7,1.3,.516,2.0,3.5,5.5,0.5,0.5,0.4,0.7,2.1,3.5,"$922,080",2001,JeffFoster2001,"$35,500,000"
569,RickFox,SF,31,LAL,82,77,27.9,3.5,7.9,.444,1.4,3.7,.393,2.1,4.2,.488,.536,1.2,1.5,.779,1.0,3.0,4.0,3.2,0.9,0.4,1.7,2.7,9.6,"$3,400,000",2001,RickFox2001,"$35,500,000"
570,AdonalFoyle,C,25,GSW,58,37,25.1,2.7,6.5,.416,0.0,0.0,,2.7,6.5,.416,.416,0.5,1.2,.441,2.7,4.3,7.0,0.8,0.5,2.7,1.4,2.3,5.9,"$3,580,000",2001,AdonalFoyle2001,"$35,500,000"
571,SteveFrancis,PG,23,HOU,80,79,39.9,6.9,15.2,.451,1.7,4.2,.396,5.2,11.0,.472,.506,4.5,5.5,.817,2.4,4.5,6.9,6.5,1.8,0.4,3.3,3.4,19.9,"$3,246,960",2001,SteveFrancis2001,"$35,500,000"
572,ToddFuller,C,26,MIA,10,0,7.7,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,0.8,0.8,1.000,0.7,1.1,1.8,0.1,0.3,0.2,0.3,1.0,2.8,"$611,000",2001,ToddFuller2001,"$35,500,000"
573,LawrenceFunderburke,PF,30,SAC,59,2,11.8,2.0,4.1,.496,0.0,0.0,,2.0,4.1,.496,.496,0.8,1.3,.623,1.3,2.1,3.3,0.3,0.2,0.2,0.5,0.7,4.9,"$2,700,000",2001,LawrenceFunderburke2001,"$35,500,000"
574,RubenGarces,PF,27,TOT,13,0,5.6,0.5,1.7,.318,0.0,0.0,,0.5,1.7,.318,.318,0.2,0.6,.250,1.2,1.0,2.2,0.4,0.2,0.2,0.4,1.1,1.2,"$316,969",2001,RubenGarces2001,"$35,500,000"
575,ChrisGarner,PG,25,GSW,8,0,18.6,0.9,4.6,.189,0.0,0.9,.000,0.9,3.8,.233,.189,0.6,0.8,.833,0.3,1.3,1.5,2.3,0.9,0.1,1.1,2.3,2.4,,2001,ChrisGarner2001,"$35,500,000"
576,KevinGarnett,PF,24,MIN,81,81,39.5,8.7,18.2,.477,0.2,0.8,.288,8.5,17.4,.486,.484,4.4,5.8,.764,2.7,8.7,11.4,5.0,1.4,1.8,2.8,2.5,22.0,"$19,610,000",2001,KevinGarnett2001,"$35,500,000"
577,DeanGarrett,C,34,MIN,70,21,11.9,1.1,2.2,.481,0.0,0.0,,1.1,2.2,.481,.481,0.4,0.6,.692,0.9,2.2,3.1,0.3,0.4,0.7,0.4,1.3,2.5,"$2,880,000",2001,DeanGarrett2001,"$35,500,000"
578,PatGarrity,SF,24,ORL,76,1,20.8,2.9,7.6,.387,1.3,2.9,.433,1.7,4.6,.358,.471,1.1,1.3,.867,0.7,2.1,2.8,0.7,0.5,0.2,0.9,3.2,8.3,"$1,019,280",2001,PatGarrity2001,"$35,500,000"
579,ChrisGatling,PF,33,CLE,74,6,22.6,4.4,9.9,.449,0.4,1.2,.304,4.1,8.7,.470,.468,2.1,3.1,.684,1.3,3.9,5.3,0.8,0.7,0.4,1.6,2.5,11.4,"$5,550,000",2001,ChrisGatling2001,"$35,500,000"
580,MattGeiger,C,31,PHI,35,4,15.5,2.5,6.4,.393,0.0,0.1,.000,2.5,6.3,.396,.393,1.1,1.5,.685,1.4,2.5,4.0,0.4,0.3,0.2,0.7,2.1,6.1,"$7,515,840",2001,MattGeiger2001,"$35,500,000"
581,DeveanGeorge,SF,23,LAL,59,1,10.1,1.1,3.5,.309,0.3,1.2,.221,0.8,2.4,.353,.345,0.7,0.9,.709,0.6,1.3,1.9,0.3,0.3,0.3,0.6,1.5,3.1,"$849,720",2001,DeveanGeorge2001,"$35,500,000"
582,EddieGill,PG,22,NJN,8,0,19.0,2.0,5.1,.390,0.4,1.1,.333,1.6,4.0,.406,.427,0.5,0.6,.800,0.0,1.1,1.1,3.0,0.5,0.1,1.3,1.1,4.9,,2001,EddieGill2001,"$35,500,000"
583,KendallGill,SG,32,NJN,31,26,28.8,3.5,10.4,.331,0.1,0.5,.286,3.3,10.0,.333,.337,2.1,2.9,.722,1.0,3.2,4.2,2.8,1.5,0.2,1.5,2.1,9.1,"$7,000,000",2001,KendallGill2001,"$35,500,000"
584,DionGlover,SG,22,ATL,57,7,16.3,2.5,5.9,.420,0.2,0.8,.196,2.3,5.1,.455,.433,0.8,1.2,.681,0.7,1.6,2.3,1.2,0.9,0.2,0.9,1.6,5.9,"$960,480",2001,DionGlover2001,"$35,500,000"
585,AnthonyGoldwire,PG,29,DEN,20,0,10.1,1.5,4.0,.375,0.5,1.7,.265,1.1,2.3,.457,.431,0.7,0.9,.765,0.1,0.6,0.6,1.7,0.5,0.0,0.8,0.7,4.1,,2001,AnthonyGoldwire2001,"$35,500,000"
586,SteveGoodrich,PF,24,CHI,12,0,11.1,0.6,1.5,.389,0.1,0.3,.333,0.5,1.3,.400,.417,0.3,0.6,.571,0.6,1.2,1.8,0.5,0.2,0.1,0.7,1.2,1.6,,2001,SteveGoodrich2001,"$35,500,000"
587,BrianGrant,C,28,MIA,82,79,33.8,5.9,12.3,.479,0.0,0.0,.000,5.9,12.3,.480,.479,3.4,4.3,.797,2.6,6.1,8.8,1.2,0.7,0.9,2.1,3.6,15.2,"$8,900,000",2001,BrianGrant2001,"$35,500,000"
588,GaryGrant,PG,35,POR,4,0,4.3,1.3,1.8,.714,0.0,0.0,,1.3,1.8,.714,.714,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,2.5,"$1,316,969",2001,GaryGrant2001,"$35,500,000"
589,HoraceGrant,PF,35,LAL,77,77,31.0,3.4,7.4,.462,0.0,0.0,.000,3.4,7.4,.465,.462,1.7,2.2,.775,2.9,4.2,7.1,1.6,0.7,0.8,0.6,2.4,8.5,"$6,500,000",2001,HoraceGrant2001,"$35,500,000"
590,ACGreen,PF,37,MIA,82,1,17.2,1.8,4.0,.444,0.0,0.1,.000,1.8,3.9,.453,.444,1.0,1.4,.712,1.3,2.5,3.8,0.5,0.4,0.1,0.5,1.5,4.5,"$2,250,000",2001,ACGreen2001,"$35,500,000"
591,AdrianGriffin,SF,26,BOS,44,0,8.6,0.8,2.2,.340,0.2,0.6,.346,0.5,1.6,.338,.387,0.4,0.5,.750,0.6,1.4,2.0,0.6,0.4,0.1,0.4,1.0,2.1,"$498,500",2001,AdrianGriffin2001,"$35,500,000"
592,TomGugliotta,PF,31,PHO,57,2,20.3,2.6,6.7,.392,0.1,0.2,.250,2.6,6.5,.397,.396,1.1,1.4,.792,1.3,3.1,4.5,1.0,0.8,0.4,0.9,1.9,6.4,"$9,360,000",2001,TomGugliotta2001,"$35,500,000"
593,AJGuyton,PG,22,CHI,33,8,19.1,2.4,5.8,.406,0.8,2.1,.391,1.5,3.7,.415,.477,0.5,0.5,.833,0.3,0.8,1.1,1.9,0.3,0.2,0.7,1.1,6.0,"$316,969",2001,AJGuyton2001,"$35,500,000"
594,DarvinHam,SF,27,MIL,29,13,18.6,1.3,2.8,.488,0.1,0.1,.667,1.3,2.7,.481,.500,1.0,1.7,.592,1.9,2.2,4.2,0.9,0.6,0.7,1.1,2.9,3.8,"$1,700,000",2001,DarvinHam2001,"$35,500,000"
